Category,Entry
"Wars, battles and events",Battle of Kaiapit
"Wars, battles and events",Battle of Kalavrye
"Wars, battles and events",Battle of Khafji
"Wars, battles and events",Battle of Köse Dağ
"Wars, battles and events",Battle of Kunersdorf
"Wars, battles and events",Battle of Labuan
"Wars, battles and events",Battle of Lagos
"Wars, battles and events",Battle of Lake Providence
"Wars, battles and events",Battle of Lake Trasimene
"Wars, battles and events",Battle of Lalakaon
"Wars, battles and events",Battle of Leuthen
"Wars, battles and events",Battle of Lipantitlán
"Wars, battles and events",Battle of Lissa (1811)
"Wars, battles and events",Battle of Little Blue River
"Wars, battles and events",Battle of Malvern Hill
"Wars, battles and events",Battle of Marais des Cygnes
"Wars, battles and events",Battle of Marshall's Elm
"Wars, battles and events",Battle of Midway
"Wars, battles and events",Battle of Milne Bay
"Wars, battles and events",Battle of Morlaix
"Wars, battles and events",Battle of Morotai
"Wars, battles and events",Battle of Musa Qala
"Wars, battles and events","Battle of Mount Austen, the Galloping Horse, and the Sea Horse"
"Wars, battles and events",Battle of Neville's Cross
"Wars, battles and events",Battle of New Carthage
"Wars, battles and events",Battle of Öland
"Wars, battles and events",Battle of Oroscopa
"Wars, battles and events",Battle of Osan
"Wars, battles and events",Battle of Panormus
"Wars, battles and events",Battle of Plum Point Bend
"Wars, battles and events",Battle of Poison Spring
"Wars, battles and events",Battle of Poitiers
"Wars, battles and events",Battle of Pontvallain
"Wars, battles and events",Battle of Powick Bridge
"Wars, battles and events",Battle of Preston (1648)
"Wars, battles and events",Battle of Prokhorovka
"Wars, battles and events",Battle of Pulo Aura
"Wars, battles and events",Battle of Quebec (1775)
"Wars, battles and events",Battle of Radzymin (1920)
"Wars, battles and events",Battle of Ramillies
"Wars, battles and events",Battle of Raymond
"Wars, battles and events",Battle of Red Cliffs
"Wars, battles and events",Battle of Rennell Island
"Wars, battles and events",Battle of Rethymno
"Wars, battles and events",Battle of Rossbach
"Wars, battles and events",Battle of Saint-Malo
"Wars, battles and events",Battle of Saipan
"Wars, battles and events",Battle of San Patricio
"Wars, battles and events",Battle of Saseno
"Wars, battles and events",Battle of Savo Island
"Wars, battles and events",Battle of Schliengen
"Wars, battles and events",Battle of Settepozzi
"Wars, battles and events",Battle of Sio
"Wars, battles and events",Battle of Sluys
"Wars, battles and events",Battle of St. Charles
"Wars, battles and events",Battle of Taejon
"Wars, battles and events",Battle of Tassafaronga
"Wars, battles and events",Battle of Tinian
"Wars, battles and events",Battle of the Aegates
"Wars, battles and events",Battle of the Alamo
"Wars, battles and events",Battle of the Cedars
"Wars, battles and events",Battle of the Coral Sea
"Wars, battles and events",Battle of the Eastern Solomons
"Wars, battles and events",Battle of the Gebora
"Wars, battles and events",Battle of the Nile
"Wars, battles and events",Battle of the Santa Cruz Islands
"Wars, battles and events",Battle of the Saw
"Wars, battles and events",Battle of the Tenaru
"Wars, battles and events",Battle of the Trebia
"Wars, battles and events",Battle of Ticinus
"Wars, battles and events",Battle of Ticonderoga (1759)
"Wars, battles and events",Battle of Tippecanoe
"Wars, battles and events",Battle of Tory Island
"Wars, battles and events",Battle of Towton
"Wars, battles and events",Battle of Trapani
"Wars, battles and events",Battle of Tulagi and Gavutu
"Wars, battles and events",Tanambogo
"Wars, battles and events",Battle of Utica (203 BC)
"Wars, battles and events",Battle of Valcour Island
"Wars, battles and events",Battle of Verrières Ridge
"Wars, battles and events",Battle of Villers-Bocage
"Wars, battles and events",Battle of Vimy Ridge
"Wars, battles and events",Battle of Vrbanja Bridge
"Wars, battles and events",Battle of Vukovar
"Wars, battles and events",Battle of Warsaw (1705)
"Wars, battles and events",Battle of Winterthur
"Wars, battles and events",Battle of Winwick
"Wars, battles and events",Battle of Zama
"Wars, battles and events",Black Friday (1945)
"Wars, battles and events",Black Prince's chevauchée of 1355
"Wars, battles and events",Black Prince's chevauchée of 1356
"Wars, battles and events",Bombing of Obersalzberg
"Wars, battles and events",Bombing of Singapore (1944
"Wars, battles and events",1945)
"Wars, battles and events",Bombing of Tokyo (10 March 1945)
"Wars, battles and events",Bombing of Yawata (June 1944)
"Wars, battles and events",Boshin War
"Wars, battles and events",Bougainville counterattack
"Wars, battles and events",British logistics in the Falklands War
"Wars, battles and events",British military intervention in the Sierra Leone Civil War
"Wars, battles and events",British nuclear tests at Maralinga
"Wars, battles and events",Burnt Candlemas
"Wars, battles and events",Byzantine civil war of 1341
"Wars, battles and events",1347
"Wars, battles and events",Capture of Fort Ticonderoga
"Wars, battles and events",Capture of Sedalia
"Wars, battles and events",Capture of Wakefield
"Wars, battles and events",Carlson's patrol
"Wars, battles and events",Caspian expeditions of the Rus'
"Wars, battles and events",Chaplain
"Wars, battles and events",Medic massacre
"Wars, battles and events",Cologne War
"Wars, battles and events",Convoy GP55
"Wars, battles and events",Crawford expedition
"Wars, battles and events",Crécy campaign
"Wars, battles and events",D-Day naval deceptions
"Wars, battles and events",Edward III's Breton campaign
"Wars, battles and events",Falaise pocket
"Wars, battles and events",Fall of Kampala
"Wars, battles and events",Fatimid conquest of Egypt
"Wars, battles and events",First Battle of Dernancourt
"Wars, battles and events",First Battle of Newtonia
"Wars, battles and events",First Punic War
"Wars, battles and events",First Silesian War
"Wars, battles and events",Gascon campaign of 1345
"Wars, battles and events",German bombing of Belgrade
"Wars, battles and events",German invasion of Greece
"Wars, battles and events",German
"Wars, battles and events",Yugoslav Partisan negotiations
"Wars, battles and events",Glorious First of June
"Wars, battles and events",Grass Fight
"Wars, battles and events",Guadalcanal campaign
"Wars, battles and events",Gudovac massacre
"Wars, battles and events",Hamilcar's victory with Naravas
"Wars, battles and events",Hill 303 massacre
"Wars, battles and events",The Holocaust in Slovakia
"Wars, battles and events",Huế chemical attacks
"Wars, battles and events","Hundred Years' War, 1345"
"Wars, battles and events",1347
"Wars, battles and events",Hungarian occupation of Yugoslav territories
"Wars, battles and events",Initial campaign of the Breton Civil War
"Wars, battles and events",Invasion of Tulagi (May 1942)
"Wars, battles and events",Italian War of 1521
"Wars, battles and events",1526
"Wars, battles and events",Italian War of 1542
"Wars, battles and events",1546
"Wars, battles and events",Jin
"Wars, battles and events",Song wars
"Wars, battles and events",Koli Point action
"Wars, battles and events",Kragujevac massacre
"Wars, battles and events",Krulak
"Wars, battles and events",Mendenhall mission
"Wars, battles and events",Lancaster's chevauchée of 1346
"Wars, battles and events",Lancaster's Normandy chevauchée of 1356
"Wars, battles and events",Landing at Nadzab
"Wars, battles and events",Siegfried Lederer's escape from Auschwitz
"Wars, battles and events",Lochry's Defeat
"Wars, battles and events",Douglas MacArthur's escape from the Philippines
"Wars, battles and events",Matanikau Offensive
"Wars, battles and events",May Revolution
"Wars, battles and events",Mercenary War
"Wars, battles and events",Morotai Mutiny
"Wars, battles and events",Naval Battle of Guadalcanal
"Wars, battles and events",Operation Berlin (Atlantic)
"Wars, battles and events",Operation Brevity
"Wars, battles and events",Operation Camargue
"Wars, battles and events",Operation Catechism
"Wars, battles and events",Operation Charnwood
"Wars, battles and events",Operation Cobra
"Wars, battles and events",Operation Copperhead
"Wars, battles and events",Operation Crossroads
"Wars, battles and events",Operation Epsom
"Wars, battles and events",Operation Flavius
"Wars, battles and events",Operation Goodwood (naval)
"Wars, battles and events",Operation Grandslam
"Wars, battles and events",Operation Hardboiled
"Wars, battles and events",Operation Hurricane
"Wars, battles and events",Operation Infinite Reach
"Wars, battles and events",Operation Inmate
"Wars, battles and events",Operation Ironside
"Wars, battles and events",Operation Ke
"Wars, battles and events",Operation Kikusui I
"Wars, battles and events",Operation Kita
"Wars, battles and events",Operation Mascot
"Wars, battles and events",Operation Mincemeat
"Wars, battles and events",Operation Obviate
"Wars, battles and events",Operation Pamphlet
"Wars, battles and events",Operation Paravane
"Wars, battles and events",Operation Perch
"Wars, battles and events",Operation Sportpalast
"Wars, battles and events",Operation Teardrop
"Wars, battles and events",Operation Title
"Wars, battles and events",Operation Tractable
"Wars, battles and events",Operation Uranus
"Wars, battles and events",Operation Varsity
"Wars, battles and events",Pontiac's War
"Wars, battles and events",Port Chicago disaster
"Wars, battles and events",Raid at Cabanatuan
"Wars, battles and events",Razing of Friesoythe
"Wars, battles and events",Relief of Douglas MacArthur
"Wars, battles and events",Rhine campaign of 1796
"Wars, battles and events",Roman withdrawal from Africa (255 BC)
"Wars, battles and events",Russian occupations of Beirut
"Wars, battles and events",Rwandan Civil War
"Wars, battles and events",Sack of Amorium
"Wars, battles and events",Second Battle of Cape Finisterre
"Wars, battles and events",Second Battle of Independence
"Wars, battles and events",Second Battle of Newtonia
"Wars, battles and events",Second Fitna
"Wars, battles and events",Second Ostend Raid
"Wars, battles and events",Second Punic War
"Wars, battles and events",Second Silesian War
"Wars, battles and events",Second War of Scottish Independence
"Wars, battles and events",Siege of Aiguillon
"Wars, battles and events",Siege of Baghdad
"Wars, battles and events",Siege of Berwick (1333)
"Wars, battles and events",Siege of Breteuil
"Wars, battles and events",Siege of Bukhara
"Wars, battles and events",Siege of Calais (1346
"Wars, battles and events",1347)
"Wars, battles and events",Siege of Constantinople (674
"Wars, battles and events",678)
"Wars, battles and events",Siege of Constantinople (717
"Wars, battles and events",718)
"Wars, battles and events",Siege of Godesberg
"Wars, battles and events",Siege of Guînes (1352)
"Wars, battles and events",Siege of Lilybaeum (250
"Wars, battles and events",241 BC)
"Wars, battles and events",Siege of Thessalonica (1422
"Wars, battles and events",1430)
"Wars, battles and events",Sieges of Berwick (1355 and 1356)
"Wars, battles and events",Sieges of Taunton
"Wars, battles and events",Silesian Wars
"Wars, battles and events",South China Sea raid
"Wars, battles and events",Southern Rhodesia in World War I
"Wars, battles and events",Steele's Greenville expedition
"Wars, battles and events",Take Ichi convoy
"Wars, battles and events",Third Punic War
"Wars, battles and events",Third Silesian War
"Wars, battles and events",Treaty of Lutatius
"Wars, battles and events",Truce of Calais
"Wars, battles and events",Uruguayan War
"Wars, battles and events",USS Constellation vs La Vengeance
